id,licenseNumber,licenseStatus,licenseTerm,licenseType,licenseDesignation,issueDate,expirationDate,licenseStatusDate,businessLegalName,businessDbaName,businessOwnerName,businessStructure,activity,premiseStreetAddress,premiseCity,premiseState,premiseCounty,premiseZipCode,businessEmail,businessPhone,parcelNumber,PremiseLatitude,PremiseLongitude
6866,C10-0000818-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,5/27/2021 0:00,5/27/2024 0:00,5/27/2021 0:00,Southern Cannabis Inc.,Southern Cannabis Inc,"Melvina Starks, Yvette Hernandez",Corporation,Data Not Available,15937 W Arminta St,Van Nuys,CA,Los Angeles,91406,Info@southerncannabis.Com,(323) 572-4079,Data Not Available,34.21381603,-118.4765965
6867,C10-0000819-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,6/2/2021 0:00,6/2/2024 0:00,6/2/2021 0:00,"Revo Group, LLC","REVO GROUP, LLC","Anushavan Sargsyan, Romik Tsadourian",Limited Liability Company,Data Not Available,10125 N Sepulveda Blvd,Mission Hills,CA,Los Angeles,91345,Mikesargesyan@yahoo.Com,(818) 404-3231,Data Not Available,34.254444,-118.467796
9123,C10-0000820-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,6/2/2021 0:00,6/2/2024 0:00,6/2/2021 0:00,Authentic 909 LLC,STIIIZY Pomona,"Gregory Fink, James Kim, Susan Hoy, Tak Sato",Limited Liability Company,Data Not Available,1605 Holt Ave W,Pomona,CA,Los Angeles,91768,Licensing@shrynegroup.Com,(415) 295-4777,Data Not Available,34.062046,-117.776951
9124,C10-0000821-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,6/7/2021 0:00,6/7/2024 0:00,6/7/2021 0:00,Davisville Business Enterprises Inc,Highway 80 Dispensary,"Michael Read, Robert Read",Corporation,Data Not Available,240 Dorset Ct,Dixon,CA,Solano,95620,Rob@420fstreet.Com,(530) 746-5122,Data Not Available,38.47053923,-121.8234388
9125,C10-0000822-LIC,Surrendered,Annual,Commercial -  Retailer,Adult-Use and Medicinal,6/7/2021 0:00,6/7/2023 0:00,5/5/2023 0:00,"Lompoc Green, Inc.",Lompoc Greens,Ihab Sahib,Corporation,Data Not Available,1501 W Ocean Way,Lompoc,CA,Santa Barbara,93436,Eddiesahib@gmail.Com,(619) 454-0933,Data Not Available,34.6396596,-120.4759715
9126,C10-0000823-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,6/7/2021 0:00,6/7/2024 0:00,6/7/2021 0:00,Summit Locations LLC,PACKS,"Kristopher  Luu, Michelle Khuu, Scott  Kawasaki",Limited Liability Company,Data Not Available,3551 Peck Rd,El Monte,CA,Los Angeles,91731,Michellekhuu94@gmail.Com,(626) 406-4822,Data Not Available,34.071989,-118.025563
9127,C10-0000824-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,6/10/2021 0:00,6/10/2024 0:00,6/10/2021 0:00,"Flor East Bay, LLC",Flor,"Darren Dykstra, Gavin Kogan, Howard Fisher, Kasra Ajir, Mustafa Bitar, Omar Bitar, Stephen Kim, Steve Podell",Limited Liability Company,Data Not Available,31000 Courthouse Dr,Union City,CA,Alameda,94587,Mike@grupoflor.Com,(831) 596-6000,Data Not Available,37.602046,-122.067709
9302,C10-0000825-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,6/10/2021 0:00,6/10/2024 0:00,6/10/2021 0:00,Positive Vibe,STIIIZY ParkMerced,"Charles Toney II, Eric Grayson, James Kim, Jon Avidor, Keena Middleton, Raquel Origel, Susan Hoy, Takayuki Sato",Corporation,Data Not Available,61 Cambon Dr,San Francisco,CA,San Francisco,94132,Licensing@shrynegroup.Com,(415) 295-4777,Data Not Available,37.717832,-122.473922
9314,C10-0000826-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,6/14/2021 0:00,6/14/2024 0:00,6/15/2023 0:00,"Eagle Eye-Ukiah, LLC","EAGLE EYE-UKIAH, LLC","Ana  Karen Garcia, GREGORY SCHOEPP",Limited Liability Company,Data Not Available,1414 State St S,Ukiah,CA,Mendocino,95482,Licensing.Vhhc420@gmail.Com,(415) 298-0948,Data Not Available,39.1280772,-123.2048373
9315,C10-0000827-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,6/21/2021 0:00,6/21/2024 0:00,6/21/2021 0:00,"Capital Growth Investments, Inc.",Kushella,Austin Todd,Corporation,Data Not Available,695 Williams Rd S,Palm Springs,CA,Riverside,92264,Atodd@capitalunitedbanking.Com,(866) 591-7802,Data Not Available,33.812458,-116.495654
9316,C10-0000828-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,6/21/2021 0:00,6/21/2024 0:00,6/21/2021 0:00,"314 La Brea, LLC",Wonderbrett,"Brett Feldman, David Judaken, Mark Tung",Limited Liability Company,Data Not Available,314 La Brea Ave N,Los Angeles,CA,Los Angeles,90036,David@wonderbrettfarms.Com,(213) 494-1212,Data Not Available,34.076707,-118.343842
9317,C10-0000829-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,6/22/2021 0:00,6/22/2024 0:00,6/22/2021 0:00,Lake Murray Ventures LLC,Wellgreens and Wellgreens Everything Cannabis,"Bessma Loussia, Sarmad Hallak",Limited Liability Company,Data Not Available,5301 Lake Murray Blvd,La Mesa,CA,San Diego,91942,Sam@wellgreens.Store,(619) 439-7494,Data Not Available,32.775096,-117.044838
9318,C10-0000830-LIC,Expired,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,6/25/2021 0:00,6/25/2023 0:00,7/25/2023 0:00,"Nhc Slo, LLC",NHC SLO,Valnette Garcia,Limited Liability Company,Data Not Available,2640 Broad St,SN Luis Obisp,CA,San Luis Obispo,93401,Nhcbccapplications@gmail.Com,(805) 691-9096,Data Not Available,35.265462,-120.652648
9319,C10-0000831-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,6/29/2021 0:00,6/29/2024 0:00,6/29/2021 0:00,Aces La Inc.,Highland Cannabis,"Asanka Wickramarachchi 	, Christopher Toro, Sonny Amin",Corporation,Data Not Available,738 Highland Ave N,Los Angeles,CA,Los Angeles,90038,Vrarrion@gmail.Com,(818) 795-5046,Data Not Available,34.08463,-118.33834
9320,C10-0000832-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,6/30/2021 0:00,6/30/2024 0:00,6/30/2021 0:00,Ventura Oaks Ventures LLC,ILLA Store,"Chanell Michaels, Kevin Williams, Paul Burgis, Scott Kim",Limited Liability Company,Data Not Available,4324 Jefferson Blvd W,Los Angeles,CA,Los Angeles,90016,Compliance.Vov@illacanna.Com,(714) 815-8944,Data Not Available,34.025389,-118.343762
9321,C10-0000833-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,6/30/2021 0:00,6/30/2024 0:00,6/30/2021 0:00,Grassy Grove LLC,"Fisherman's Wharf Place, SeaWeed","Desmond Morgan, John Wood, Romwald  Connolly",Limited Liability Company,Data Not Available,2627 Taylor St,San Francisco,CA,San Francisco,94133,Desnromy@gmail.Com,(414) 596-2876,Data Not Available,37.80882796,-122.4158977
9322,C10-0000834-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,7/1/2021 0:00,7/1/2024 0:00,7/1/2021 0:00,Alluvium Inc.,Lemonnade Antioch,"Devlin Braswell, Michael  Gourkani, Patti Marie Coleman-Obrien, Senique Braswell",Corporation,Data Not Available,2625 Crow Ct,Antioch,CA,Contra Costa,94509,Patti.Alluvium@gmail.Com,(925) 354-1591,Data Not Available,38.009771,-121.841658
9323,C10-0000835-LIC,Expired,Annual,Commercial -  Retailer,Adult-Use and Medicinal,7/6/2021 0:00,7/6/2023 0:00,8/5/2023 0:00,Massflora LLC,Flwr Co Palm Springs CA,April Potter,Limited Liability Company,Data Not Available,577 E Sunny Dunes Rd,Palm Springs,CA,Riverside,92264,Support@flwrco.Shop,(760) 307-3032,Data Not Available,33.812054,-116.542311
9324,C10-0000836-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,7/7/2021 0:00,7/7/2024 0:00,7/7/2021 0:00,Pvilleca LLC,Sacred Roots,"Kelly Chiusano, Summer Bradley",Limited Liability Company,Data Not Available,651 Main St,Placerville,CA,El Dorado,95667,Kellychiusano@gmail.Com,(530) 391-0867,Data Not Available,38.729737,-120.79424
9325,C10-0000837-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,7/7/2021 0:00,7/7/2024 0:00,7/7/2021 0:00,Coastal Retail Lompoc LLC,Coastal,"Greg Gamet, Judith Schvimmer, Laurie Holcomb, Marshall Minor",Limited Liability Company,Data Not Available,7840 West Ln,Stockton,CA,San Joaquin,95210,M@coastalcalifornia.Com,(805) 420-4000,Data Not Available,38.01999,-121.293268
9326,C10-0000838-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,7/12/2021 0:00,7/12/2024 0:00,7/12/2021 0:00,"Demeter Retail Group, LLC",Traditional,"Aaron Mamann, Pablo  Espinoza",Limited Liability Company,Data Not Available,4665 W Pico Blvd,Los Angeles,CA,Los Angeles,90019,Licensing@traditional.Com,(213) 459-3465,Data Not Available,34.04899,-118.337535
9327,C10-0000839-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,7/12/2021 0:00,7/12/2024 0:00,7/12/2021 0:00,14901 Sherman Way LLC,Valley Verde,"Vahe Amirian, Vahik Khachiki, Vladimir Shagoyan",Limited Liability Company,Data Not Available,14903 Sherman Way W,Van Nuys,CA,Los Angeles,91405,14901licensing@gmail.Com,(818) 599-2447,Data Not Available,34.201628,-118.457693
9328,C10-0000840-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,7/12/2021 0:00,7/12/2024 0:00,7/12/2021 0:00,"Nc6 Systems, Inc.",Deli by Caliva Hanford,"Greg Gamet, Judith Schvimmer, Laurie  Holcomb Thompson, Marshall  Minor",Corporation,Data Not Available,104 Douty St N,Hanford,CA,Kings,93230,Licensing@gocaliva.Com,(669) 234-4049,Data Not Available,36.325828,-119.645718
9329,C10-0000841-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,7/15/2021 0:00,7/15/2024 0:00,7/15/2021 0:00,"Cb1 Coastside, LLC",Bloom Room,"Adam Zollinger, Daniel Bornstein, Dimitry  Shkolnikov, Renuka Bornstein, Stephen  Rechif, Svetlana  Shkolnikov",Limited Liability Company,Data Not Available,1726 Palmetto Ave,Pacifica,CA,San Mateo,94044,Stephen@bloomroomsf.Com,(619) 889-5134,Data Not Available,37.635411,-122.492339
9330,C10-0000842-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,7/16/2021 0:00,7/16/2024 0:00,7/16/2021 0:00,Coalinga Retail Partners LLC,Coalinga Retail Partners LLC,"Brandon Johnson, Casey Dalton, Daniel Firtel, Ryan  Johnson, Thomas  Linovitz",Limited Liability Company,Data Not Available,144 Durian Ave E,Coalinga,CA,Fresno,93210,Bcc-Licensing@cacannabisfactory.Com,(818) 635-8795,Data Not Available,36.140615,-120.360542
9331,C10-0000843-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,7/20/2021 0:00,7/20/2024 0:00,7/20/2021 0:00,Emerald Skyway LLC,Valley Farms,"Andrew  Wesley, Charles  Wesley, Martin Wesley",Limited Liability Company,Data Not Available,1610 Moffett St,Salinas,CA,Monterey,93905,Info@enjoyvalleyfarms.Com,(831) 316-5207,Data Not Available,36.65943,-121.609411
9332,C10-0000844-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,7/20/2021 0:00,7/20/2024 0:00,7/20/2021 0:00,"Element 7 Marina, LLC","ELEMENT 7 MARINA, LLC",Robert Divito,Limited Liability Company,Data Not Available,234 Reservation Rd,Marina,CA,Monterey,93933,Robert@e7ca.Com,(312) 823-7638,Data Not Available,36.685599,-121.797
9333,C10-0000845-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,7/21/2021 0:00,7/21/2024 0:00,7/21/2021 0:00,"Duxov, LLC",Nature’s Spot,"Artur Abovyan, Julie Pena, Mesrop Khoudagoulian, Serg Pogosyan",Limited Liability Company,Data Not Available,13312 W Van Nuys Blvd,Pacoima,CA,Los Angeles,91331,DuxovLLC@gmail.Com,(818) 482-5010,Data Not Available,34.265023,-118.423229
9334,C10-0000846-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,7/21/2021 0:00,7/21/2024 0:00,7/21/2021 0:00,Ecwc Partners Inc,NUG,"John Oram, Nico Enea",Corporation,Data Not Available,11888 San Pablo Ave,El Cerrito,CA,Contra Costa,94530,John@nug.Com,(510) 409-9543,Data Not Available,37.929548,-122.320898
9335,C10-0000847-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,7/22/2021 0:00,7/22/2024 0:00,7/22/2021 0:00,Gbh Parlier LLC,Cannable,"Frederick Fagundes, Michael Fagundes, Philip Fagundes, Ralph Fagundes, Rick Palmer",Limited Liability Company,Data Not Available,885 Manning Ave E,Parlier,CA,Fresno,93648,Marc@greenbrierhldgs.Com,(209) 201-2889,Data Not Available,36.60575,-119.531402
9336,C10-0000848-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,7/26/2021 0:00,7/26/2024 0:00,7/26/2021 0:00,Sgi Suisun LLC,STIIIZY SUISUN,"Gregory Fink, James Kim, Susan Hoy, Takayushi Sato",Limited Liability Company,Data Not Available,521 Railroad Ave,Suisun City,CA,Solano,94585,Licensing@shrynegroup.Com,(415) 295-4777,Data Not Available,38.261739,-122.010381
9307,C10-0000849-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,7/26/2021 0:00,7/26/2024 0:00,7/26/2021 0:00,Good Times Crenshaw LLC,Gorilla RX,"Hakika Keith-Sturgis, Norman Yousif",Limited Liability Company,Data Not Available,4233 S Crenshaw Blvd,Los Angeles,CA,Los Angeles,90008,Kika@gorillalife.Com,(323) 439-6760,Data Not Available,34.007212,-118.335203
6945,C10-0000850-LIC,Surrendered,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,7/30/2021 0:00,7/30/2024 0:00,3/27/2024 0:00,Community Development LLC,Data Not Available,"Jacob Telo, Nicholas Wolin",Limited Liability Company,Data Not Available,311 N Indian Canyon Dr,Palm Springs,CA,Riverside,92262,Info@co-Dvlp.Com,(949) 579-0190,Data Not Available,33.82700096,-116.5455828
6946,C10-0000851-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,8/3/2021 0:00,8/3/2024 0:00,8/3/2021 0:00,"The 420 Lounge, LLC",Cookies Palm Springs,Edvin Mailyan,Limited Liability Company,Data Not Available,777 Palm Canyon Dr N,Palm Springs,CA,Riverside,92262,Edvin818@gmail.Com,(818) 384-9021,Data Not Available,33.8155226,-116.5467764
6947,C10-0000852-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,8/3/2021 0:00,8/3/2024 0:00,8/3/2021 0:00,Vvs Panorama LLC,MERIMENT,"Randall Hill-Negrete, Sevan Toroussian, VAHE TOROUSSIAN",Limited Liability Company,Data Not Available,8717 N Van Nuys Blvd,Panorama City,CA,Los Angeles,91402,Rhillnegrete@gmail.Com,(305) 923-3438,Data Not Available,34.227913,-118.450535
6948,C10-0000853-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,8/4/2021 0:00,8/4/2024 0:00,8/4/2021 0:00,"Downtown Marijuana, LLC",CULTURE CANNABIS CLUB,"Feng Chen, Hwa Yun, Julie Le, Michael Lee",Limited Liability Company,Data Not Available,12540 Heacock St,Moreno Valley,CA,Riverside,92553,Juleslelosa@gmail.Com,(714) 317-9043,Data Not Available,33.938259,-117.243454
6949,C10-0000854-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,8/5/2021 0:00,8/5/2024 0:00,8/5/2021 0:00,The Green Co. Dispensary Inc.,We Roll Up,"Daniel  Roescheisen, Michael Esposito, Ruben  Cervantes",Corporation,Data Not Available,1705 S Gaffey St,San Pedro,CA,Los Angeles,90731,Michael@werollup.Com,(323) 997-3255,Data Not Available,33.72855666,-118.2924476
6950,C10-0000855-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,8/9/2021 0:00,8/9/2024 0:00,8/9/2021 0:00,"Berryessa Holdings, LLC",The Hook,"Bryce Berrryessa, Kyle Giorchino",Limited Liability Company,Data Not Available,11 Hanger Way,Watsonville,CA,Santa Cruz,95076,Bryce@hookoutlet.Com,(831) 818-2956,Data Not Available,36.929477,-121.790291
6951,C10-0000856-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,8/9/2021 0:00,8/9/2024 0:00,8/9/2021 0:00,"Platinum Connection, LLC","Platinum Connection, LLC","Charles Rutledge, Charles Woody, David  Whited",Limited Liability Company,Data Not Available,685 Noble Ave,Farmersville,CA,Tulare,93223,Ryan@platinum-Connection.Com,(559) 308-3802,Data Not Available,36.3262177,-119.2134703
6952,C10-0000857-LIC,Surrendered,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,8/9/2021 0:00,8/9/2023 0:00,11/3/2022 0:00,Pbbp LLC,Queen of Dragons,Timothy Wright,Limited Liability Company,Data Not Available,1147 Yourman Rd,Heber,CA,Imperial,92249,PbbpLLC@gmail.Com,(530) 206-6874,Data Not Available,32.733607,-115.499398
9342,C10-0000858-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,8/9/2021 0:00,8/9/2024 0:00,3/29/2024 0:00,Pbbp LLC,"PBBP, LLC",Timothy Wright,Limited Liability Company,Data Not Available,1131 Yourman Rd,Heber,CA,Imperial,92249,PbbpLLC@gmail.Com,(530) 206-6874,Data Not Available,32.733306,-115.499154
6953,C10-0000859-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,8/11/2021 0:00,8/11/2024 0:00,8/11/2021 0:00,"Currnt Veterans Wildomar South, LLC",The Cake House,"Charlena  Berry, Ilham Polis, Matthew Matti, Saad Pattah, Sahara Bernes",Limited Liability Company,Data Not Available,32475 Clinton Keith Rd,Wildomar,CA,Riverside,92595,Geo@cakehousecannabis.Com,(951) 422-2253,Data Not Available,33.588955,-117.252851
6954,C10-0000860-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,8/12/2021 0:00,8/12/2024 0:00,8/12/2021 0:00,Federal And College Group Inc.,FEDERAL AND COLLEGE GROUP INC.,"Bessma Loussia, Rita Hirmez, Sarmad Hallak",Corporation,Data Not Available,6859 Federal Blvd,Lemon Grove,CA,San Diego,91945,Fedandcoll@gmail.Com,(619) 439-7494,Data Not Available,32.739795,-117.0507567
6955,C10-0000861-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,8/12/2021 0:00,8/12/2024 0:00,8/12/2021 0:00,"2074 Armory, Inc.",Jane Dispensary,"Gregory Windisch, Jamie Shira, Mario Tamo, Randall Waller",Corporation,Data Not Available,2074 Armory Dr,Santa Rosa,CA,Sonoma,95401,Mario@janeandcompany.Com,(707) 529-8385,Data Not Available,38.4576583,-122.7253633
6956,C10-0000862-LIC,Expired,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,8/12/2021 0:00,8/12/2023 0:00,9/11/2023 0:00,Kinextus LLC,KINEXTUS LLC,Grant Leong,Limited Liability Company,Data Not Available,211 12th St,San Francisco,CA,San Francisco,94103,Grantleong211@gmail.Com,(415) 272-7876,Data Not Available,37.771745,-122.416573
6957,C10-0000863-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,8/12/2021 0:00,8/12/2024 0:00,8/12/2021 0:00,Quality Buds LLC,Budology,Fatima Rahman,Limited Liability Company,Data Not Available,301 State St N,San Jacinto,CA,Riverside,92583,Fatimarahman208@gmail.Com,(951) 581-8134,Data Not Available,33.7911518,-116.9714423
10148,C10-0000864-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,8/13/2021 0:00,8/13/2024 0:00,8/13/2021 0:00,Sgi Marina LLC,STIIIZY MARINA,"James Kim, Joe LoMonaco, Jon Avidor, Julie Le, Raquel Origel, Susan Hoy, Tak Sato",Limited Liability Company,Data Not Available,3170 Del Monte Blvd,Marina,CA,Monterey,93933,Licensing@shrynegroup.Com,(415) 295-4777,Data Not Available,36.688501,-121.798446
10149,C10-0000865-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,8/16/2021 0:00,8/16/2024 0:00,8/16/2021 0:00,"316 Florence Holdings, LLC",Catalyst - Florence,"Domenica Soto, Elliot  Lewis, Joseph Parker",Limited Liability Company,Data Not Available,316 Florence Ave W,Los Angeles,CA,Los Angeles,90003,Timlewis6700@gmail.Com,(562) 430-6700,Data Not Available,33.97463009,-118.2789624
10150,C10-0000866-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,8/16/2021 0:00,8/16/2024 0:00,8/16/2021 0:00,Bay Tea Unlimited LLC,Josephine & Billie's,Leona Beatty,Limited Liability Company,Data Not Available,1535 W Martin Luther King Jr Blvd,Los Angeles,CA,Los Angeles,90062,Whitney@josephineandbillies.Com,(310) 936-5511,Data Not Available,34.0110818,-118.3050035
10151,C10-0000867-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,8/16/2021 0:00,8/16/2024 0:00,8/16/2021 0:00,"Palladium Alliance, LLC",Palladium Alliance,"Danny Abdelmalak, Genara  Bates, William Kamar",Limited Liability Company,Data Not Available,5494 W Centinela Ave,Los Angeles,CA,Los Angeles,90045,Palldiumalliacne@gmail.Com,(310) 560-9428,Data Not Available,33.976709,-118.376382
10152,C10-0000868-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,8/18/2021 0:00,8/18/2024 0:00,8/18/2021 0:00,Delta Feed And Ag,Mainstage Davis,Scott  Robbins,Corporation,Data Not Available,1605 2nd St,Davis,CA,Yolo,95616,Mamanpopsfarms@gmail.Com,(916) 995-9848,Data Not Available,38.545609,-121.731042
10153,C10-0000869-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,8/18/2021 0:00,8/18/2024 0:00,8/18/2021 0:00,Perfect Union - Napa LLC,Perfect Union - Napa LLC,"Mansoor  Zakaria, Thomas  Cologna, Thomas  Sheridan",Limited Liability Company,Data Not Available,1760 Industrial Way,Napa,CA,Napa,94558,Angelica@perfect-Union.Com,(916) 582-8005,Data Not Available,38.319691,-122.304856
10154,C10-0000870-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,8/20/2021 0:00,8/20/2024 0:00,8/20/2021 0:00,The Artist Tree Iva LLC,The Artist Tree,"Avi Kahan, Lauren  Fontein, Mitchell  Kahan",Limited Liability Company,Data Not Available,240 Iowa Ave,Riverside,CA,Riverside,92507,Avi@theartisttree.Com,(310) 922-3502,Data Not Available,34.016484,-117.339495
10155,C10-0000871-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,8/24/2021 0:00,8/24/2024 0:00,8/24/2021 0:00,Hazy Bulldog Farms LLC,Hazy Bulldog Farms LLC,"Courtney Muzio, Jeff Muzio",Limited Liability Company,Data Not Available,1201 Mono Way,Sonora,CA,Tuolumne,95370,Hazybulldogfarms@gmail.Com,(209) 536-4208,Data Not Available,37.9754795,-120.3624156
10156,C10-0000872-LIC,Surrendered,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,8/27/2021 0:00,8/27/2024 0:00,3/6/2024 0:00,"Alternative Care Collective, LLC",The Syndicate Van Nuys,"Gabriel Guzman, Lee Kasper",Limited Liability Company,Data Not Available,14526 Erwin St,Van Nuys,CA,Los Angeles,91411,Gguzman459@yahoo.Com,(818) 914-4736,Data Not Available,34.183422,-118.44971
